SeasonID,DriverID,FullName,SprintIndex,ConsistencyNormalizedAvg,OvertakesNormalizedAvg,QualiTeammateAvg,PaceNormalizedAvg,StartNormalizedAvg,LevelNormalizedAvg,ConsistencyAvg,OvertakesSum,OvertakesAvg,OvertakesGainAvg,OvertakesLostAvg,PaceAvg,StartSum,StartAvg,StartGainAvg,StartLostAvg,PaceStrAvg
2021,4.0,Lando Norris,2.0,8.18,7.00,6.82,7.16,5.51,7.22,0.270,40.0,1.7391304347826086,2.39,0.65,87.12734782608696,-8.0,-0.32,0.30,0.61,01:27.127
2022,4.0,Lando Norris,2.0,7.46,5.55,9.09,5.19,5.28,6.44,0.292,-2.0,-0.08,2.00,2.08,90.4436,-14.0,-0.56,0.32,0.88,01:30.444
2023,4.0,Lando Norris,2.0,7.09,6.49,6.82,6.81,5.59,6.57,0.296,26.0,0.9629629629629629,2.48,1.52,90.75407407407408,-10.0,-0.35714285714285715,0.63,0.96,01:30.754
2024,4.0,Lando Norris,2.0,7.88,6.04,8.00,9.12,5.34,6.78,0.248,15.0,0.5172413793103449,1.24,0.72,88.583,-17.0,-0.5862068965517241,0.17,0.76,01:28.583
Все сезоны,4.0,Lando Norris,2.0,7.65,6.27,7.68,7.07,5.43,6.75,0.277,19.75,0.7848336942639791,2.03,1.24,89.22700547504027,-12.25,-0.4558374384236453,0.36,0.80,01:29.227
2021,6.0,Charles Leclerc,2.0,7.60,5.49,5.91,7.22,7.12,6.95,0.309,-2.0,-0.09090909090909091,1.55,1.64,87.53304545454546,20.0,0.8695652173913043,0.95,0.05,01:27.533
2022,6.0,Charles Leclerc,2.0,7.73,6.75,6.82,8.81,6.24,7.11,0.279,38.0,1.7272727272727273,2.45,0.73,88.02959090909091,1.0,0.04,0.32,0.23,01:28.030
2023,6.0,Charles Leclerc,2.0,7.59,5.83,6.82,6.93,5.77,6.69,0.266,-4.0,-0.15384615384615385,1.77,1.92,91.84157692307691,4.0,0.15384615384615385,0.42,0.27,01:31.842
2024,6.0,Charles Leclerc,2.0,7.64,6.35,6.00,8.24,6.87,7.12,0.259,18.0,0.6,1.53,0.93,89.06443333333333,27.0,0.9,1.03,0.13,01:29.064
Все сезоны,6.0,Charles Leclerc,2.0,7.64,6.10,6.39,7.80,6.50,6.97,0.278,12.5,0.5206293706293706,1.83,1.31,89.11716165501166,13.0,0.4908528428093646,0.68,0.17,01:29.117
2021,5.0,Sergio Perez,2.0,6.89,6.07,0.91,7.92,6.12,6.49,0.344,28.0,1.2727272727272727,3.05,1.77,86.50763636363637,3.0,0.125,0.50,0.36,01:26.508
2022,5.0,Sergio Perez,2.0,7.89,6.30,1.82,8.63,6.16,7.06,0.269,21.0,0.9130434782608695,1.83,0.91,90.62778260869564,8.0,0.32,0.65,0.39,01:30.628
2023,5.0,Sergio Perez,2.0,7.05,7.69,0.91,7.67,5.60,6.85,0.292,63.0,2.423076923076923,3.65,1.23,90.84361538461539,-2.0,-0.07142857142857142,0.58,0.58,01:30.844
2024,5.0,Sergio Perez,2.0,6.90,7.54,0.33,6.71,6.02,6.84,0.286,56.0,2.0,2.79,0.79,89.76932142857143,-4.0,-0.14285714285714285,0.68,0.82,01:29.769
Все сезоны,5.0,Sergio Perez,2.0,7.18,6.90,0.99,7.73,5.98,6.81,0.298,42.0,1.6522119185162663,2.83,1.18,89.4370889463797,1.25,0.057678571428571426,0.60,0.54,01:29.437
2021,7.0,Daniel Ricciardo,2.0,7.95,5.92,3.18,6.07,6.71,7.13,0.275,12.0,0.5,1.79,1.29,87.3405,6.0,0.24,0.96,0.71,01:27.340
2022,7.0,Daniel Ricciardo,2.0,6.68,5.07,0.91,4.00,5.79,6.05,0.322,-23.0,-0.9583333333333334,1.50,2.46,91.47379166666667,-7.0,-0.2916666666666667,0.83,1.12,01:31.474
2023,7.0,Daniel Ricciardo,2.0,4.43,4.87,4.29,5.32,4.99,4.68,0.359,-17.0,-1.7,1.30,3.00,95.3338,-14.0,-1.4,0.50,1.90,01:35.334
2024,7.0,Daniel Ricciardo,2.0,4.89,6.02,3.81,3.51,4.06,4.97,0.350,0.0,0.0,1.90,1.90,90.04560000000001,-17.0,-0.85,0.20,1.05,01:30.046
Все сезоны,7.0,Daniel Ricciardo,2.0,5.99,5.47,3.05,4.72,5.39,5.71,0.326,-7.0,-0.5395833333333333,1.62,2.16,91.04842291666668,-8.0,-0.5754166666666667,0.62,1.20,01:31.048
2021,13.0,Esteban Ocon,2.0,7.55,5.21,5.00,5.30,6.12,6.61,0.306,-10.0,-0.45454545454545453,1.50,1.95,87.56754545454545,6.0,0.25,0.77,0.55,01:27.568
2022,13.0,Esteban Ocon,2.0,7.81,5.47,4.55,4.70,6.37,6.87,0.261,2.0,0.08333333333333333,2.54,2.46,89.49954166666667,9.0,0.36,0.58,0.29,01:29.500
2023,13.0,Esteban Ocon,2.0,7.56,6.08,3.64,4.76,5.98,6.80,0.285,11.0,0.44,2.52,2.08,91.35248,2.0,0.07142857142857142,0.80,0.52,01:31.352
2024,13.0,Esteban Ocon,2.0,5.77,5.21,5.17,3.34,6.47,5.80,0.331,-26.0,-0.9629629629629629,1.63,2.59,90.72203703703703,6.0,0.2222222222222222,0.89,0.67,01:30.722
Все сезоны,13.0,Esteban Ocon,2.0,7.17,5.49,4.59,4.53,6.23,6.52,0.296,-5.75,-0.22354377104377104,2.05,2.27,89.78540103956229,5.75,0.2259126984126984,0.76,0.51,01:29.785
2021,8.0,Carlos Sainz,2.0,7.42,6.05,4.09,6.72,5.66,6.64,0.328,23.0,0.9583333333333334,2.42,1.46,87.12049999999999,-10.0,-0.4,0.71,1.12,01:27.120
2022,8.0,Carlos Sainz,2.0,8.10,6.67,3.18,8.68,5.69,7.14,0.246,45.0,2.25,3.10,0.85,87.384,-5.0,-0.21739130434782608,0.35,0.35,01:27.384
2023,8.0,Carlos Sainz,2.0,7.33,5.61,3.18,6.69,5.95,6.55,0.274,-4.0,-0.14814814814814814,1.67,1.81,91.19155555555555,2.0,0.07407407407407407,0.59,0.52,01:31.192
2024,8.0,Carlos Sainz,2.0,7.53,6.47,4.14,8.02,5.63,6.79,0.266,28.0,0.9655172413793104,1.62,0.66,88.92003448275862,-6.0,-0.20689655172413793,0.34,0.55,01:28.920
Все сезоны,8.0,Carlos Sainz,2.0,7.59,6.20,3.65,7.53,5.73,6.78,0.279,23.0,1.006425606641124,2.20,1.19,88.65402250957855,-4.75,-0.18755344549947248,0.50,0.64,01:28.654
2021,14.0,George Russell,2.0,7.25,4.23,9.09,4.25,4.94,5.91,0.314,-31.0,-1.4761904761904763,1.19,2.67,87.76152380952381,-18.0,-0.72,0.76,1.38,01:27.762
2022,14.0,George Russell,2.0,8.11,6.59,4.09,7.61,5.78,7.15,0.302,33.0,1.375,1.83,0.46,89.58670833333333,1.0,0.041666666666666664,0.50,0.46,01:29.587
2023,14.0,George Russell,2.0,7.23,6.60,5.00,6.72,5.90,6.74,0.289,35.0,1.2962962962962963,2.81,1.52,91.31707407407409,11.0,0.39285714285714285,0.93,0.56,01:31.317
2024,14.0,George Russell,2.0,7.63,6.29,8.00,7.61,5.85,6.85,0.262,21.0,0.7,1.73,1.03,89.038,-7.0,-0.23333333333333334,0.53,0.77,01:29.038
Все сезоны,14.0,George Russell,2.0,7.55,5.93,6.55,6.55,5.62,6.66,0.292,14.5,0.473776455026455,1.89,1.42,89.42582655423281,-3.25,-0.12970238095238096,0.68,0.79,01:29.426
2021,17.0,Pierre Gasly,2.0,7.40,6.56,9.55,6.23,4.58,6.48,0.333,22.0,1.1,2.45,1.35,87.49525,-30.0,-1.25,0.05,1.35,01:27.495
2022,17.0,Pierre Gasly,2.0,6.10,5.44,5.91,4.12,5.54,5.79,0.369,-13.0,-0.52,2.08,2.60,90.84296,-8.0,-0.32,0.56,0.88,01:30.843
2023,17.0,Pierre Gasly,2.0,6.74,6.55,6.36,5.45,5.21,6.31,0.305,14.0,0.5185185185185185,2.52,2.00,91.68051851851851,-9.0,-0.32142857142857145,0.59,0.93,01:31.681
2024,17.0,Pierre Gasly,2.0,5.98,5.52,5.00,4.27,6.50,5.99,0.300,0.0,0.0,1.73,1.73,89.41453846153847,6.0,0.20689655172413793,0.73,0.46,01:29.415
Все сезоны,17.0,Pierre Gasly,2.0,6.56,6.02,6.70,5.02,5.46,6.15,0.327,5.75,0.27462962962962967,2.19,1.92,89.85831674501425,-10.25,-0.4211330049261084,0.48,0.90,01:29.858
2021,10.0,Lance Stroll,2.0,6.63,6.00,3.64,5.09,7.00,6.57,0.381,12.0,0.5217391304347826,2.65,2.13,87.95004347826088,19.0,0.7916666666666666,1.17,0.35,01:27.950
2022,10.0,Lance Stroll,2.0,6.38,5.51,3.64,3.91,7.72,6.50,0.357,-4.0,-0.16666666666666666,2.38,2.54,90.38170833333334,38.0,1.52,1.79,0.25,01:30.382
2023,10.0,Lance Stroll,2.0,6.92,6.26,1.36,5.50,5.98,6.52,0.277,8.0,0.32,2.56,2.24,90.55436,16.0,0.5925925925925926,1.08,0.56,01:30.554
2024,10.0,Lance Stroll,2.0,6.09,6.08,2.67,4.19,6.04,6.08,0.309,17.0,0.6538461538461539,2.62,1.96,89.98265384615385,-12.0,-0.41379310344827586,0.65,0.69,01:29.983
Все сезоны,10.0,Lance Stroll,2.0,6.50,5.96,2.83,4.67,6.68,6.41,0.331,8.25,0.33222965440356744,2.55,2.22,89.71719141443702,15.25,0.6226165389527458,1.17,0.46,01:29.717
2021,15.0,Sebastian Vettel,2.0,6.82,5.81,6.36,5.51,6.48,6.48,0.361,-5.0,-0.20833333333333334,2.21,2.42,87.62904166666668,9.0,0.36,1.04,0.67,01:27.629
2022,15.0,Sebastian Vettel,2.0,5.81,5.03,6.50,4.64,6.91,5.89,0.355,-14.0,-0.6666666666666666,2.38,3.05,90.45619047619047,21.0,0.9130434782608695,1.48,0.52,01:30.456
Все сезоны,15.0,Sebastian Vettel,2.0,6.32,5.42,6.43,5.08,6.70,6.19,0.358,-9.5,-0.4375,2.29,2.73,89.04261607142857,15.0,0.6365217391304347,1.26,0.60,01:29.043
2021,9.0,Yuki Tsunoda,2.0,6.52,6.00,0.45,5.01,5.38,6.11,0.370,13.0,0.6190476190476191,2.43,1.81,88.194,-13.0,-0.5652173913043478,0.71,1.24,01:28.194
2022,9.0,Yuki Tsunoda,2.0,6.02,5.62,4.09,3.65,6.40,6.02,0.362,1.0,0.043478260869565216,2.39,2.35,90.48308695652173,-1.0,-0.041666666666666664,1.22,0.74,01:30.483
2023,9.0,Yuki Tsunoda,2.0,6.27,5.02,7.27,4.38,6.27,5.96,0.384,-36.0,-1.44,1.92,3.36,91.03492,17.0,0.6538461538461539,1.24,0.56,01:31.035
2024,9.0,Yuki Tsunoda,2.0,5.14,4.88,6.67,3.77,5.48,5.16,0.375,-30.0,-1.1538461538461537,1.35,2.50,89.35023076923076,-1.0,-0.034482758620689655,0.77,1.00,01:29.350
Все сезоны,9.0,Yuki Tsunoda,2.0,5.99,5.38,4.62,4.20,5.88,5.81,0.373,-13.0,-0.48283006848224236,2.02,2.50,89.76555943143813,0.5,0.003119834313612447,0.99,0.88,01:29.766
2021,12.0,Antonio Giovinazzi,2.0,6.95,4.99,6.82,4.62,6.52,6.35,0.356,-12.0,-0.5,1.92,2.42,87.95529166666667,12.0,0.48,1.17,0.67,01:27.955
Все сезоны,12.0,Antonio Giovinazzi,2.0,6.95,4.99,6.82,4.62,6.52,6.35,0.356,-12.0,-0.5,1.92,2.42,87.95529166666667,12.0,0.48,1.17,0.67,01:27.955
2021,11.0,Kimi Räikkönen,2.0,5.98,4.72,3.50,4.66,7.40,6.02,0.421,-23.0,-1.2105263157894737,1.89,3.11,88.74436842105263,31.0,1.4090909090909092,1.95,0.47,01:28.744
Все сезоны,11.0,Kimi Räikkönen,2.0,5.98,4.72,3.50,4.66,7.40,6.02,0.421,-23.0,-1.2105263157894737,1.89,3.11,88.74436842105263,31.0,1.4090909090909092,1.95,0.47,01:28.744
2021,19.0,Fernando Alonso,2.0,6.42,5.34,5.00,5.24,5.69,5.97,0.377,-9.0,-0.375,1.79,2.17,87.74070833333333,-10.0,-0.4,0.88,1.29,01:27.741
2022,19.0,Fernando Alonso,2.0,7.17,5.97,5.45,5.21,6.20,6.63,0.307,11.0,0.5238095238095238,2.81,2.29,90.33757142857142,7.0,0.2916666666666667,0.76,0.38,01:30.338
2023,19.0,Fernando Alonso,2.0,6.71,6.46,8.64,6.30,6.15,6.51,0.301,24.0,0.8888888888888888,2.22,1.33,89.94307407407408,7.0,0.25,0.85,0.59,01:29.943
2024,19.0,Fernando Alonso,2.0,5.93,5.02,7.33,4.77,5.90,5.70,0.322,-18.0,-0.6206896551724138,1.72,2.34,90.03486206896551,-8.0,-0.26666666666666666,0.55,0.79,01:30.035
Все сезоны,19.0,Fernando Alonso,2.0,6.56,5.70,6.61,5.38,5.99,6.20,0.327,2.0,0.10425218938149969,2.14,2.03,89.51405397623608,-1.0,-0.03125,0.76,0.76,01:29.514
2021,18.0,Nicholas Latifi,2.0,6.18,4.62,0.91,3.80,5.40,5.59,0.367,-29.0,-1.2608695652173914,1.26,2.52,88.35578260869565,-12.0,-0.5,0.70,1.22,01:28.356
2022,18.0,Nicholas Latifi,2.0,4.73,4.25,0.91,1.78,5.06,4.69,0.381,-54.0,-2.347826086956522,0.83,3.17,90.13652173913043,-4.0,-0.16,0.48,0.78,01:30.137
Все сезоны,18.0,Nicholas Latifi,2.0,5.46,4.43,0.91,2.79,5.23,5.14,0.374,-41.5,-1.8043478260869565,1.04,2.85,89.24615217391303,-8.0,-0.33,0.59,1.00,01:29.246
2021,20.0,Nikita Mazepin,2.0,3.13,4.02,0.91,1.07,5.71,4.00,0.606,-39.0,-1.95,0.75,2.70,88.73885,0.0,0.0,0.65,0.75,01:28.739
Все сезоны,20.0,Nikita Mazepin,2.0,3.13,4.02,0.91,1.07,5.71,4.00,0.606,-39.0,-1.95,0.75,2.70,88.73885,0.0,0.0,0.65,0.75,01:28.739
2021,21.0,Robert Kubica,2.0,6.25,2.71,0.00,3.16,7.00,5.55,0.295,-8.0,-2.6666666666666665,0.67,3.33,84.20166666666667,0.0,0.0,0.33,0.33,01:24.202
Все сезоны,21.0,Robert Kubica,2.0,6.25,2.71,0.00,3.16,7.00,5.55,0.295,-8.0,-2.6666666666666665,0.67,3.33,84.20166666666667,0.0,0.0,0.33,0.33,01:24.202
2021,16.0,Mick Schumacher,2.0,3.81,3.76,9.09,2.33,6.28,4.42,0.488,-48.0,-2.1818181818181817,0.55,2.73,88.71913636363637,-1.0,-0.041666666666666664,0.86,0.95,01:28.719
2022,16.0,Mick Schumacher,2.0,4.34,4.60,2.73,3.48,6.43,4.93,0.406,-37.0,-1.6818181818181819,2.27,3.95,91.53631818181817,3.0,0.125,1.23,1.00,01:31.536
Все сезоны,16.0,Mick Schumacher,2.0,4.08,4.18,5.91,2.91,6.35,4.67,0.447,-42.5,-1.9318181818181817,1.41,3.34,90.12772727272727,1.0,0.04166666666666667,1.05,0.98,01:30.128
2022,24.0,Alexander Albon,2.0,6.23,4.74,9.05,3.01,6.17,5.84,0.313,-28.0,-1.3333333333333333,1.67,3.00,88.97119047619047,1.0,0.045454545454545456,0.95,0.81,01:28.971
2023,24.0,Alexander Albon,2.0,6.52,6.22,10.00,4.45,5.16,6.10,0.362,0.0,0.0,2.52,2.52,92.39412,1.0,0.037037037037037035,0.76,0.76,01:32.394
2024,24.0,Alexander Albon,2.0,5.63,5.93,8.28,3.39,5.47,5.66,0.328,-1.0,-0.038461538461538464,1.77,1.81,90.01165384615385,-11.0,-0.4074074074074074,0.65,0.92,01:30.012
Все сезоны,24.0,Alexander Albon,2.0,6.13,5.63,9.11,3.61,5.60,5.87,0.334,-9.666666666666666,-0.45726495726495725,1.99,2.44,90.45898810744809,-3.0,-0.10830527497194163,0.79,0.83,01:30.459
2022,22.0,Kevin Magnussen,2.0,5.94,4.06,7.27,3.56,6.68,5.65,0.334,-56.0,-2.4347826086956523,2.00,4.43,91.78778260869566,18.0,0.75,1.43,0.65,01:31.788
2023,22.0,Kevin Magnussen,2.0,5.18,4.53,3.18,3.20,5.82,5.18,0.367,-46.0,-1.7692307692307692,1.77,3.54,92.93642307692309,16.0,0.5925925925925926,1.23,0.69,01:32.936
2024,22.0,Kevin Magnussen,2.0,5.45,5.43,2.96,3.89,7.54,5.97,0.325,-19.0,-0.7307692307692307,1.92,2.65,90.46230769230769,37.0,1.4230769230769231,1.69,0.27,01:30.462
Все сезоны,22.0,Kevin Magnussen,2.0,5.52,4.67,4.47,3.55,6.68,5.60,0.342,-40.333333333333336,-1.644927536231884,1.90,3.54,91.72883779264214,23.666666666666668,0.9218898385565053,1.45,0.54,01:31.729
2022,23.0,Guanyu Zhou,2.0,4.65,6.76,3.64,3.70,4.02,5.02,0.387,32.0,1.6842105263157894,3.84,2.16,88.59557894736842,-35.0,-1.5217391304347827,0.21,1.68,01:28.596
2023,23.0,Guanyu Zhou,2.0,5.96,6.06,2.73,3.53,4.77,5.69,0.351,-3.0,-0.1111111111111111,2.67,2.78,92.55496296296296,-19.0,-0.6785714285714286,0.59,1.41,01:32.555
2024,23.0,Guanyu Zhou,2.0,4.76,4.31,1.33,2.41,5.70,4.88,0.359,-45.0,-1.6071428571428572,1.36,2.96,89.49317857142857,3.0,0.1,0.64,0.57,01:29.493
Все сезоны,23.0,Guanyu Zhou,2.0,5.12,5.71,2.57,3.21,4.83,5.20,0.365,-5.333333333333333,-0.011347813979392996,2.62,2.63,90.21457349391999,-17.0,-0.700103519668737,0.48,1.22,01:30.215
2022,26.0,Nyck De Vries,2.0,7.18,3.86,10.00,3.14,6.00,6.05,0.185,-2.0,-2.0,0.00,2.00,87.328,0.0,0.0,0.00,0.00,01:27.328
2023,26.0,Nyck De Vries,2.0,5.34,4.13,2.00,2.99,4.59,4.85,0.508,-24.0,-2.1818181818181817,1.18,3.36,87.81972727272728,-10.0,-0.8333333333333334,0.09,1.09,01:27.820
Все сезоны,26.0,Nyck De Vries,2.0,6.26,3.99,6.00,3.06,5.30,5.45,0.346,-13.0,-2.090909090909091,0.59,2.68,87.57386363636364,-5.0,-0.4166666666666667,0.05,0.55,01:27.574
2022,25.0,Nico Hulkenberg,2.0,4.58,2.38,5.00,2.19,9.25,5.20,0.454,-13.0,-6.5,1.50,8.00,98.592,3.0,1.5,1.50,0.00,01:38.592
2023,25.0,Nico Hulkenberg,2.0,5.01,4.56,6.82,3.78,5.08,4.92,0.405,-42.0,-1.5555555555555556,1.89,3.44,92.75792592592592,-14.0,-0.5,0.74,1.30,01:32.758
2024,25.0,Nico Hulkenberg,2.0,6.56,5.15,6.33,4.58,6.49,6.19,0.280,-14.0,-0.5,2.00,2.50,90.37053571428571,10.0,0.3448275862068966,0.93,0.64,01:30.371
Все сезоны,25.0,Nico Hulkenberg,2.0,5.38,4.03,6.05,3.52,6.94,5.43,0.380,-23.0,-2.8518518518518516,1.80,4.65,93.90682054673721,-0.3333333333333333,0.4482758620689655,1.06,0.65,01:33.907
2023,28.0,Oscar Piastri,2.0,6.23,6.08,3.18,5.92,6.18,6.18,0.352,12.0,0.48,2.52,2.04,89.65256,14.0,0.5185185185185185,0.80,0.48,01:29.653
2024,28.0,Oscar Piastri,2.0,7.46,7.17,2.00,8.13,5.98,7.02,0.263,46.0,1.5333333333333334,2.20,0.67,88.93066666666667,-12.0,-0.4,0.33,0.73,01:28.931
Все сезоны,28.0,Oscar Piastri,2.0,6.84,6.63,2.59,7.02,6.08,6.60,0.307,29.0,1.0066666666666668,2.36,1.35,89.29161333333333,1.0,0.059259259259259234,0.57,0.61,01:29.292
2023,29.0,Liam Lawson,2.0,6.78,6.53,2.00,3.02,2.71,5.70,0.319,0.0,0.0,3.00,3.00,91.2954,-3.0,-0.6,0.20,0.80,01:31.295
2024,29.0,Liam Lawson,2.0,5.94,3.81,2.22,3.79,6.21,5.48,0.300,-21.0,-2.3333333333333335,0.89,3.22,89.41266666666667,2.0,0.2222222222222222,1.44,1.22,01:29.413
Все сезоны,29.0,Liam Lawson,2.0,6.36,5.17,2.11,3.41,4.46,5.59,0.309,-10.5,-1.1666666666666667,1.94,3.11,90.35403333333333,-0.5,-0.18888888888888888,0.82,1.01,01:30.354
2023,27.0,Logan Sargeant,2.0,5.25,5.20,0.00,3.36,6.43,5.53,0.377,-16.0,-0.6956521739130435,1.70,2.39,92.35582608695653,8.0,0.2962962962962963,0.74,0.22,01:32.356
2024,27.0,Logan Sargeant,2.0,3.63,5.26,1.18,2.37,5.80,4.58,0.403,-14.0,-0.9333333333333333,1.13,2.07,89.74106666666667,-2.0,-0.11764705882352941,0.53,0.60,01:29.741
Все сезоны,27.0,Logan Sargeant,2.0,4.44,5.23,0.59,2.86,6.11,5.05,0.390,-15.0,-0.8144927536231884,1.41,2.23,91.0484463768116,3.0,0.08932461873638343,0.64,0.41,01:31.048
2024,30.0,Oliver Bearman,2.0,6.20,7.43,5.00,5.69,5.75,6.39,0.364,2.0,1.6666666666666667,4.67,3.00,91.7895,0.0,0.0,0.50,0.50,01:31.790
Все сезоны,30.0,Oliver Bearman,2.0,6.20,7.43,5.00,5.69,5.75,6.39,0.364,2.0,1.6666666666666667,4.67,3.00,91.7895,0.0,0.0,0.50,0.50,01:31.790
2024,31.0,Franco Colapinto,2.0,6.41,5.65,2.50,4.31,6.36,6.21,0.279,-1.0,-0.1111111111111111,1.89,2.00,92.76877777777777,5.0,0.45454545454545453,0.78,0.56,01:32.769
Все сезоны,31.0,Franco Colapinto,2.0,6.41,5.65,2.50,4.31,6.36,6.21,0.279,-1.0,-0.1111111111111111,1.89,2.00,92.76877777777777,5.0,0.45454545454545453,0.78,0.56,01:32.769
2024,32.0,Jack Doohan,2.0,1.00,1.00,0.00,1.00,6.67,2.42,0.304,-4.0,-4.0,1.00,5.00,90.32,0.0,0.0,2.00,2.00,01:30.320
Все сезоны,32.0,Jack Doohan,2.0,1.00,1.00,0.00,1.00,6.67,2.42,0.304,-4.0,-4.0,1.00,5.00,90.32,0.0,0.0,2.00,2.00,01:30.320
2021,3.0,Valtteri Bottas,1.0,7.00,6.11,2.27,7.81,5.11,6.30,0.355,14.0,0.7777777777777778,1.89,1.11,88.22455555555555,-13.0,-0.6190476190476191,0.28,0.89,01:28.225
2022,3.0,Valtteri Bottas,1.0,6.84,4.87,6.36,4.33,3.60,5.54,0.346,-19.0,-1.0,1.89,2.89,90.94626315789473,-45.0,-2.0454545454545454,0.32,2.32,01:30.946
2023,3.0,Valtteri Bottas,1.0,5.76,3.65,7.27,3.03,4.72,4.97,0.351,-66.0,-3.142857142857143,1.43,4.57,90.58619047619047,-18.0,-0.8181818181818182,0.90,1.71,01:30.586
2024,3.0,Valtteri Bottas,1.0,4.38,4.34,8.75,2.42,5.09,4.55,0.417,-41.0,-1.7826086956521738,1.65,3.43,90.56891304347826,-22.0,-0.9166666666666666,0.52,1.43,01:30.569
Все сезоны,3.0,Valtteri Bottas,1.0,5.99,4.74,6.16,4.40,4.63,5.34,0.367,-28.0,-1.2869220151828848,1.72,3.00,90.08148055827974,-24.5,-1.0998376623376624,0.51,1.59,01:30.081
2021,2.0,Max Verstappen,1.0,9.25,6.20,9.09,9.47,6.31,7.75,0.226,18.0,0.9473684210526315,1.26,0.32,86.18915789473685,7.0,0.3333333333333333,0.58,0.16,01:26.189
2022,2.0,Max Verstappen,1.0,8.97,6.73,8.18,9.45,6.31,7.74,0.232,43.0,1.9545454545454546,2.41,0.45,91.01781818181819,8.0,0.36363636363636365,0.55,0.18,01:31.018
2023,2.0,Max Verstappen,1.0,8.81,7.16,9.09,9.66,5.94,7.68,0.226,50.0,2.272727272727273,2.50,0.23,89.10940909090908,5.0,0.22727272727272727,0.41,0.18,01:29.109
2024,2.0,Max Verstappen,1.0,8.91,6.26,9.58,9.28,6.54,7.65,0.225,22.0,0.9565217391304348,1.52,0.57,89.4775652173913,6.0,0.25,0.70,0.43,01:29.478
Все сезоны,2.0,Max Verstappen,1.0,8.98,6.59,8.99,9.46,6.28,7.71,0.227,33.25,1.5327907218639483,1.92,0.39,88.94848759621385,6.5,0.2935606060606061,0.56,0.24,01:28.948
2021,1.0,Lewis Hamilton,1.0,7.92,6.39,7.73,9.54,6.10,7.08,0.296,20.0,1.0,2.00,1.00,86.4777,1.0,0.045454545454545456,0.40,0.35,01:26.478
2022,1.0,Lewis Hamilton,1.0,7.43,6.36,5.91,7.46,6.49,6.93,0.335,31.0,1.4761904761904763,2.81,1.33,90.68333333333332,9.0,0.42857142857142855,0.67,0.24,01:30.683
2023,1.0,Lewis Hamilton,1.0,6.45,6.69,5.00,7.21,5.76,6.34,0.302,39.0,1.8571428571428572,3.05,1.19,89.85490476190476,-6.0,-0.2857142857142857,0.57,0.86,01:29.855
2024,1.0,Lewis Hamilton,1.0,6.64,6.87,2.08,7.72,6.42,6.64,0.323,36.0,1.6363636363636365,3.09,1.45,89.51195454545454,16.0,0.6666666666666666,0.73,0.27,01:29.512
Все сезоны,1.0,Lewis Hamilton,1.0,7.11,6.58,5.18,7.98,6.19,6.75,0.314,31.5,1.4924242424242427,2.74,1.24,89.13197316017316,5.0,0.21374458874458874,0.59,0.43,01:29.132
2021,4.0,Lando Norris,1.0,8.48,7.20,6.82,7.17,5.39,7.39,0.281,39.0,1.95,2.65,0.70,87.6969,-9.0,-0.4090909090909091,0.20,0.60,01:27.697
2022,4.0,Lando Norris,1.0,7.46,5.59,9.09,5.12,5.11,6.40,0.305,2.0,0.09090909090909091,2.18,2.09,92.42281818181817,-16.0,-0.7272727272727273,0.27,1.00,01:32.423
2023,4.0,Lando Norris,1.0,7.25,6.27,6.82,6.72,6.25,6.75,0.272,22.0,1.0476190476190477,2.76,1.71,89.54747619047619,3.0,0.13636363636363635,0.76,0.57,01:29.547
2024,4.0,Lando Norris,1.0,8.21,6.15,8.33,9.20,5.26,6.96,0.253,17.0,0.7083333333333334,1.46,0.75,89.20141666666666,-13.0,-0.5416666666666666,0.12,0.67,01:29.201
Все сезоны,4.0,Lando Norris,1.0,7.85,6.30,7.77,7.05,5.50,6.88,0.278,20.0,0.949215367965368,2.26,1.31,89.71715275974026,-8.75,-0.38541666666666663,0.34,0.71,01:29.717
2021,6.0,Charles Leclerc,1.0,7.70,5.55,5.91,7.20,7.15,7.03,0.331,0.0,0.0,1.79,1.79,88.21168421052631,18.0,0.9,1.00,0.05,01:28.212
2022,6.0,Charles Leclerc,1.0,7.66,6.78,6.82,8.72,6.15,7.06,0.295,36.0,1.894736842105263,2.68,0.79,90.11436842105263,0.0,0.0,0.32,0.26,01:30.114
2023,6.0,Charles Leclerc,1.0,7.53,5.70,6.82,7.02,5.81,6.64,0.263,1.0,0.05,1.95,1.90,90.87005,2.0,0.1,0.35,0.25,01:30.870
2024,6.0,Charles Leclerc,1.0,8.04,6.16,6.25,8.15,6.85,7.28,0.261,16.0,0.6666666666666666,1.75,1.08,89.68145833333334,25.0,1.0416666666666667,1.12,0.08,01:29.681
Все сезоны,6.0,Charles Leclerc,1.0,7.73,6.05,6.45,7.77,6.49,7.00,0.287,13.25,0.6528508771929824,2.04,1.39,89.71939024122807,11.25,0.5104166666666667,0.70,0.16,01:29.719
2021,5.0,Sergio Perez,1.0,7.45,6.38,0.91,8.25,6.48,6.94,0.345,38.0,2.0,3.42,1.42,86.92205263157895,8.0,0.38095238095238093,0.58,0.16,01:26.922
2022,5.0,Sergio Perez,1.0,7.90,5.97,1.82,8.62,5.80,6.89,0.281,13.0,0.65,1.70,1.05,92.97,2.0,0.09090909090909091,0.45,0.45,01:32.970
